Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-04-20 00:00:00-04:00,31.224541800116967,31.335397177311673,31.07673345584772,31.159875869750977,212900,0.0,0.0,0.0
2018-04-23 00:00:00-04:00,30.993583942263662,31.12291577336968,30.827299152547898,30.919681549072266,307700,0.0,0.0,0.0
2018-04-24 00:00:00-04:00,30.947396887243915,31.058252247574757,30.23606823739998,30.550161361694336,337000,0.0,0.0,0.0
2018-04-25 00:00:00-04:00,30.25454440061543,30.393116242595994,30.088259599850087,30.24530792236328,258800,0.0,0.0,0.0
2018-04-26 00:00:00-04:00,30.43930327064035,30.577871577615788,30.273018483047384,30.485492706298828,188300,0.0,0.0,0.0
2018-04-27 00:00:00-04:00,30.49473545380993,30.70721324477676,30.439309529234908,30.64254379272461,268000,0.0,0.0,0.0
2018-04-30 00:00:00-04:00,30.624067279104377,30.901207441895924,30.53168487548828,30.53168487548828,287700,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,30.402351955382223,30.587113232028305,30.180637718601275,30.57787322998047,134100,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,30.485495709997917,30.79958883706206,30.448542748218983,30.476259231567383,173100,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,30.550164902413727,30.799592135087646,30.263784704003942,30.64254379272461,210400,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,30.457781766016573,31.178346877268847,30.457781766016573,31.03053855895996,226700,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,31.11368152485375,31.33539224434038,31.030539124039176,31.187583923339844,260900,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,30.947398887304463,31.169113146323404,30.938162408358448,31.113683700561523,198600,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,31.076725861140346,31.270723604828042,30.98434699005898,31.196821212768555,267000,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,31.21529637697678,31.40005763538526,30.97510568383739,31.37234115600586,302700,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,31.381585810274252,31.60329653401647,31.381585810274252,31.47396469116211,304600,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,31.667963285453105,31.945106983437366,31.52939496048948,31.538631439208984,274600,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,31.196829379786276,31.40930365811949,30.92892564987654,31.35387420654297,550000,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,31.353866116755412,31.695675693908292,31.298440203508605,31.667959213256836,204900,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,31.797288476818693,32.33309575515168,31.797288476818693,32.14833450317383,445700,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,32.00977158268787,32.065197500769585,31.825010299682617,31.825010299682617,186500,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,32.04671863866622,32.259192864923314,32.04671863866622,32.15757751464844,287300,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,32.16682132892762,32.185297812472115,31.667966845312925,31.686443328857422,409100,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,31.566340595289343,31.686435948341085,31.409295807783902,31.575580596923828,318400,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,31.261489771623456,31.40929809227302,30.52244816837564,30.734922409057617,507900,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,30.86425318633417,30.882729666282685,30.670255432917106,30.855016708374023,269100,0.0,0.0,0.0
2018-05-29 00:00:00-04:00,30.790352081584977,30.85501800210206,30.411589512801545,30.53168487548828,214400,0.0,0.0,0.0
2018-05-30 00:00:00-04:00,30.53168466337612,30.87349074431013,30.503971704498003,30.79035186767578,257800,0.0,0.0,0.0
2018-05-31 00:00:00-04:00,30.7995894229477,30.7995894229477,30.59635165332587,30.707210540771484,134500,0.0,0.0,0.0
2018-06-01 00:00:00-04:00,30.91045080030719,31.06749915939627,30.76264244565055,31.049022674560547,226800,0.0,0.0,0.0
2018-06-04 00:00:00-04:00,31.298438767059203,31.52014945792706,31.298438767059203,31.37234115600586,278200,0.0,0.0,0.0
2018-06-05 00:00:00-04:00,31.35386303526008,31.427768944363,31.215294741733672,31.316913604736328,243600,0.0,0.0,0.0
2018-06-06 00:00:00-04:00,31.464728537714375,31.88043703003239,31.41853557276486,31.834247589111328,265700,0.0,0.0,0.0
2018-06-07 00:00:00-04:00,31.861961577668442,32.02824284715653,31.584817905789222,31.640247344970703,523900,0.0,0.0,0.0
2018-06-08 00:00:00-04:00,31.59405790766689,31.69567678415218,31.51091551090876,31.640247344970703,200000,0.0,0.0,0.0
2018-06-11 00:00:00-04:00,31.686440337919674,31.91739107438269,31.640250895432786,31.75110626220703,205000,0.0,0.0,0.0
