Date,Date,Open_Price,High_Price,Low_Price,Close_Price,Volatility,VWAP
2018-05-10 00:00:00-04:00,2018-05-10 00:00:00-04:00,0.13060541019900632,0.12503927496574396,0.14168663323924613,0.13303002999654517,0.07636914279526406,0.01736886665066062
2018-05-11 00:00:00-04:00,2018-05-11 00:00:00-04:00,0.13208734219285487,0.1261273054443816,0.14459350735237975,0.13337819986043786,0.0726230170970411,0.0196456659584906
2018-05-14 00:00:00-04:00,2018-05-14 00:00:00-04:00,0.1347427776046824,0.12906653322692746,0.14706799155250244,0.13472533464890454,0.0474328569386335,0.02175459664007806
2018-05-15 00:00:00-04:00,2018-05-15 00:00:00-04:00,0.1296168989386964,0.12247774894559418,0.13994313775882222,0.13005713110943673,0.05541545083513551,0.023038214535916257
2018-05-16 00:00:00-04:00,2018-05-16 00:00:00-04:00,0.13091769632019357,0.12663398519723326,0.14378871642623636,0.13470995468294938,0.04349944004554158,0.02449609570701161
2018-05-17 00:00:00-04:00,2018-05-17 00:00:00-04:00,0.1334995029947162,0.12942460017100124,0.14495236620447433,0.13440521972488856,0.04584540446718628,0.02553087589493841
2018-05-18 00:00:00-04:00,2018-05-18 00:00:00-04:00,0.13204171889594582,0.125498244407773,0.14442788409648494,0.13229417427966467,0.045929057016392674,0.026249355149342568
2018-05-21 00:00:00-04:00,2018-05-21 00:00:00-04:00,0.13508733983491558,0.1288806408833882,0.14681734006915503,0.13540782026036063,0.04533576733769156,0.027161536066484637
2018-05-22 00:00:00-04:00,2018-05-22 00:00:00-04:00,0.13721008500171678,0.12993854187039594,0.14627642894371182,0.13387750988668737,0.04676427591812604,0.027895412168264966
2018-05-23 00:00:00-04:00,2018-05-23 00:00:00-04:00,0.12963228101543728,0.12607726257848306,0.14172457876853578,0.13463015500984848,0.04960042719078909,0.02894468674040751
2018-05-24 00:00:00-04:00,2018-05-24 00:00:00-04:00,0.13223677470207135,0.12560930984051993,0.1403695251078826,0.13195505583053213,0.043944939178965595,0.029905916901553198
2018-05-25 00:00:00-04:00,2018-05-25 00:00:00-04:00,0.13028368051254136,0.12469073672665769,0.14309520646247909,0.13224868474882678,0.042853229480804333,0.030736599049776547
2018-05-29 00:00:00-04:00,2018-05-29 00:00:00-04:00,0.12775198507045188,0.12239057352527913,0.13786192608439946,0.12727371861264092,0.05052901550971994,0.03145967537916894
2018-05-30 00:00:00-04:00,2018-05-30 00:00:00-04:00,0.12883189287605773,0.12365704133539557,0.14126850947640504,0.13159242812676775,0.049741528867153224,0.032378236628124446
2018-05-31 00:00:00-04:00,2018-05-31 00:00:00-04:00,0.1320300052665031,0.12518060667043118,0.1416649508287919,0.12991242871247866,0.0433488831268327,0.03336758039180221
2018-06-01 00:00:00-04:00,2018-06-01 00:00:00-04:00,0.13288098899271947,0.1282146540878189,0.14598700743357734,0.1368152454839811,0.05854197947039694,0.03476206884987676
2018-06-04 00:00:00-04:00,2018-06-04 00:00:00-04:00,0.13818980958992017,0.13354559342872152,0.15176229202878894,0.14187840185699985,0.06380791155290153,0.03631671298777328
2018-06-05 00:00:00-04:00,2018-06-05 00:00:00-04:00,0.14187005436150824,0.13560033591753481,0.15391572663720163,0.1437384388901115,0.05504015334002096,0.03781718284673474
2018-06-06 00:00:00-04:00,2018-06-06 00:00:00-04:00,0.1451750451649896,0.14038866734094435,0.15613522764231597,0.14874157534403776,0.055823457848438146,0.03951976694549708
2018-06-07 00:00:00-04:00,2018-06-07 00:00:00-04:00,0.14874501707942145,0.1420677475931842,0.15771681728458278,0.1470619321231961,0.05528187821215048,0.040945339832532124
2018-06-08 00:00:00-04:00,2018-06-08 00:00:00-04:00,0.14415791679194695,0.1386473508778417,0.15661296770701638,0.1466861516793093,0.05272089894992417,0.04206255015816773
2018-06-11 00:00:00-04:00,2018-06-11 00:00:00-04:00,0.1458699846434502,0.14091236897312448,0.15912672967507666,0.14828710082666155,0.05128864959564455,0.04318702021311016
2018-06-12 00:00:00-04:00,2018-06-12 00:00:00-04:00,0.14805148625128411,0.1418998947645762,0.15970725474917508,0.1487910573389832,0.048319892640685744,0.04444030264102661
2018-06-13 00:00:00-04:00,2018-06-13 00:00:00-04:00,0.14778828600783456,0.14249283327206103,0.159894604992379,0.14833272144949705,0.047305143848218524,0.045715590836165054
2018-06-14 00:00:00-04:00,2018-06-14 00:00:00-04:00,0.14857373693552964,0.14379584705503573,0.16164503549994144,0.1512958275337568,0.04090301969002812,0.04720926955602611
2018-06-15 00:00:00-04:00,2018-06-15 00:00:00-04:00,0.1476400775885972,0.1416571922726386,0.15899484852194234,0.14919328172286664,0.043985001219368665,0.0490337273612681
2018-06-18 00:00:00-04:00,2018-06-18 00:00:00-04:00,0.1441986006109199,0.13991419730309113,0.15605485271709674,0.14774387551780666,0.03519091132122221,0.05019944230024598
2018-06-19 00:00:00-04:00,2018-06-19 00:00:00-04:00,0.14012114219043192,0.13526204542305897,0.14894472284189414,0.1423812683574378,0.046885313469852155,0.051314445230349226
2018-06-20 00:00:00-04:00,2018-06-20 00:00:00-04:00,0.14390542256387734,0.1377243018578747,0.15589334248889894,0.14503763738452,0.04511436524852161,0.0525811897427052
2018-06-21 00:00:00-04:00,2018-06-21 00:00:00-04:00,0.14495667610234053,0.13757455832905552,0.15174038630783104,0.1398449410880976,0.04286031429654816,0.053572240414065164
